frame_idx,timestamp,track_id,x1,y1,x2,y2,conf,kp0_x,kp0_y,kp0_conf,kp1_x,kp1_y,kp1_conf,kp2_x,kp2_y,kp2_conf,kp3_x,kp3_y,kp3_conf,kp4_x,kp4_y,kp4_conf,kp5_x,kp5_y,kp5_conf,kp6_x,kp6_y,kp6_conf,kp7_x,kp7_y,kp7_conf,kp8_x,kp8_y,kp8_conf,kp9_x,kp9_y,kp9_conf,kp10_x,kp10_y,kp10_conf,kp11_x,kp11_y,kp11_conf,kp12_x,kp12_y,kp12_conf,kp13_x,kp13_y,kp13_conf,kp14_x,kp14_y,kp14_conf,kp15_x,kp15_y,kp15_conf,kp16_x,kp16_y,kp16_conf
293,9.7667,18,558.94,78.64,670.06,323.34,0.6068,566.06,122.92,0.4653,566.89,115.82,0.585,571.55,114.5,0.11,581.74,114.1,0.9389,609.61,109.16,0.2938,590.46,151.88,0.9766,642.34,138.43,0.904,577.61,201.53,0.84,660.41,178.98,0.3913,563.64,191.21,0.5761,615.86,175.81,0.2339,608.34,259.5,0.9305,642.32,252.09,0.8695,607.11,346.55,0.6195,636.03,337.46,0.4666,609.61,399.87,0.2346,633.1,390.39,0.1777
293,9.7667,22,392.65,166.43,585.74,457.0,0.5619,512.65,216.2,0.6874,517.93,209.95,0.6122,515.63,210.15,0.2529,536.85,214.72,0.8764,536.05,213.96,0.242,569.43,263.98,0.9743,522.85,239.21,0.9814,550.22,322.11,0.9178,465.03,232.59,0.9361,508.95,344.83,0.8511,408.03,198.85,0.8742,527.59,379.77,0.9748,497.49,363.63,0.9796,494.99,469.9,0.5763,460.65,458.41,0.6165,481.84,523.95,0.0999,458.93,522.48,0.1187
293,9.7667,17,581.46,0.0,666.56,148.03,0.4804,598.46,32.18,0.9138,602.63,24.96,0.9482,594.41,26.72,0.6224,618.37,18.89,0.9106,594.72,23.35,0.1217,640.49,41.42,0.9822,599.71,46.21,0.8896,655.37,83.64,0.9354,597.63,87.3,0.3933,646.5,105.11,0.8361,601.74,100.48,0.3454,644.01,123.55,0.8686,617.06,124.71,0.7228,644.14,173.7,0.3102,617.27,174.55,0.1361,647.64,202.87,0.066,623.48,203.08,0.0324
294,9.8,5,628.5,168.32,811.6,725.56,0.8762,670.16,246.26,0.981,683.57,235.47,0.9885,664.95,234.03,0.7636,717.59,233.59,0.9772,669.16,229.78,0.1057,764.84,287.55,0.9982,655.09,283.71,0.9669,799.76,382.62,0.9942,643.87,366.02,0.7369,787.66,467.03,0.9876,665.06,419.5,0.7859,762.38,457.05,0.999,691.86,456.13,0.9956,768.01,576.62,0.9961,705.0,575.99,0.9841,764.66,684.95,0.9624,737.3,676.68,0.9164
294,9.8,18,558.96,78.74,670.33,324.76,0.6068,566.06,122.92,0.4653,566.89,115.82,0.585,571.55,114.5,0.11,581.74,114.1,0.9389,609.61,109.16,0.2938,590.46,151.88,0.9766,642.34,138.43,0.904,577.61,201.53,0.84,660.41,178.98,0.3913,563.64,191.21,0.5761,615.86,175.81,0.2339,608.34,259.5,0.9305,642.32,252.09,0.8695,607.11,346.55,0.6195,636.03,337.46,0.4666,609.61,399.87,0.2346,633.1,390.39,0.1777
294,9.8,22,392.84,166.44,585.8,455.68,0.5619,512.65,216.2,0.6874,517.93,209.95,0.6122,515.63,210.15,0.2529,536.85,214.72,0.8764,536.05,213.96,0.242,569.43,263.98,0.9743,522.85,239.21,0.9814,550.22,322.11,0.9178,465.03,232.59,0.9361,508.95,344.83,0.8511,408.03,198.85,0.8742,527.59,379.77,0.9748,497.49,363.63,0.9796,494.99,469.9,0.5763,460.65,458.41,0.6165,481.84,523.95,0.0999,458.93,522.48,0.1187
294,9.8,17,581.34,0.0,666.72,148.02,0.4804,598.46,32.18,0.9138,602.63,24.96,0.9482,594.41,26.72,0.6224,618.37,18.89,0.9106,594.72,23.35,0.1217,640.49,41.42,0.9822,599.71,46.21,0.8896,655.37,83.64,0.9354,597.63,87.3,0.3933,646.5,105.11,0.8361,601.74,100.48,0.3454,644.01,123.55,0.8686,617.06,124.71,0.7228,644.14,173.7,0.3102,617.27,174.55,0.1361,647.64,202.87,0.066,623.48,203.08,0.0324
295,9.8333,5,628.2,168.32,811.98,725.34,0.8762,670.16,246.26,0.981,683.57,235.47,0.9885,664.95,234.03,0.7636,717.59,233.59,0.9772,669.16,229.78,0.1057,764.84,287.55,0.9982,655.09,283.71,0.9669,799.76,382.62,0.9942,643.87,366.02,0.7369,787.66,467.03,0.9876,665.06,419.5,0.7859,762.38,457.05,0.999,691.86,456.13,0.9956,768.01,576.62,0.9961,705.0,575.99,0.9841,764.66,684.95,0.9624,737.3,676.68,0.9164
295,9.8333,18,559.06,78.76,670.3,325.21,0.6068,566.06,122.92,0.4653,566.89,115.82,0.585,571.55,114.5,0.11,581.74,114.1,0.9389,609.61,109.16,0.2938,590.46,151.88,0.9766,642.34,138.43,0.904,577.61,201.53,0.84,660.41,178.98,0.3913,563.64,191.21,0.5761,615.86,175.81,0.2339,608.34,259.5,0.9305,642.32,252.09,0.8695,607.11,346.55,0.6195,636.03,337.46,0.4666,609.61,399.87,0.2346,633.1,390.39,0.1777
295,9.8333,22,392.64,166.45,586.08,455.38,0.5619,512.65,216.2,0.6874,517.93,209.95,0.6122,515.63,210.15,0.2529,536.85,214.72,0.8764,536.05,213.96,0.242,569.43,263.98,0.9743,522.85,239.21,0.9814,550.22,322.11,0.9178,465.03,232.59,0.9361,508.95,344.83,0.8511,408.03,198.85,0.8742,527.59,379.77,0.9748,497.49,363.63,0.9796,494.99,469.9,0.5763,460.65,458.41,0.6165,481.84,523.95,0.0999,458.93,522.48,0.1187
295,9.8333,17,581.21,0.0,666.83,148.03,0.4804,598.46,32.18,0.9138,602.63,24.96,0.9482,594.41,26.72,0.6224,618.37,18.89,0.9106,594.72,23.35,0.1217,640.49,41.42,0.9822,599.71,46.21,0.8896,655.37,83.64,0.9354,597.63,87.3,0.3933,646.5,105.11,0.8361,601.74,100.48,0.3454,644.01,123.55,0.8686,617.06,124.71,0.7228,644.14,173.7,0.3102,617.27,174.55,0.1361,647.64,202.87,0.066,623.48,203.08,0.0324
296,9.8667,5,630.81,171.18,814.12,724.47,0.8709,671.16,253.34,0.9781,684.84,241.72,0.9891,665.12,240.27,0.7219,719.51,237.47,0.9794,667.87,233.72,0.0814,767.18,293.75,0.9983,652.31,288.1,0.9483,801.66,394.94,0.9942,638.2,372.17,0.576,793.25,482.98,0.9844,653.05,425.34,0.6469,764.41,467.97,0.999,691.48,467.23,0.9937,778.91,575.65,0.9967,716.48,575.91,0.982,778.76,677.34,0.9735,758.09,671.76,0.9292
296,9.8667,18,560.94,78.8,668.54,317.23,0.6486,572.8,121.38,0.1737,575.91,114.98,0.3107,578.89,112.95,0.0148,588.06,116.67,0.9831,620.62,112.14,0.1801,586.41,154.41,0.9872,648.06,145.5,0.9384,572.38,206.56,0.8271,655.02,198.09,0.2089,574.63,191.17,0.3747,637.85,188.81,0.0661,609.82,257.44,0.9195,650.91,253.15,0.8404,601.0,335.81,0.4055,646.33,333.05,0.2029,608.56,393.52,0.0995,643.33,386.16,0.0536
296,9.8667,22,390.45,165.88,584.61,454.17,0.484,512.53,215.78,0.6019,517.43,209.69,0.5154,516.48,209.82,0.1819,536.21,214.83,0.8703,539.24,213.49,0.229,568.49,265.21,0.9771,525.1,237.41,0.984,548.49,331.03,0.9308,465.29,231.09,0.948,509.13,370.89,0.8583,407.46,199.12,0.8882,531.81,382.85,0.9817,503.74,366.39,0.9853,511.55,474.4,0.6182,476.95,463.08,0.6642,504.23,526.09,0.1099,478.44,524.17,0.1335
296,9.8667,17,585.23,0.0,667.07,141.9,0.4323,601.8,30.24,0.8307,606.45,23.39,0.9011,598.07,25.08,0.4897,622.8,19.0,0.8592,597.18,23.4,0.0915,645.29,41.22,0.9674,598.59,45.92,0.828,657.93,84.57,0.9051,592.94,88.09,0.338,646.06,108.48,0.7666,601.91,106.93,0.2783,639.46,123.95,0.8261,608.92,124.51,0.6581,640.12,164.86,0.2122,613.27,165.11,0.0916,636.96,186.83,0.0504,619.43,187.08,0.0256
297,9.9,5,631.6,172.19,815.11,724.01,0.8707,671.15,253.34,0.9781,684.84,241.73,0.9891,665.12,240.27,0.7212,719.51,237.48,0.9794,667.86,233.7,0.0812,767.18,293.72,0.9984,652.3,288.03,0.9482,801.66,394.88,0.9942,638.15,371.99,0.5754,793.24,482.95,0.9844,652.99,425.13,0.6466,764.48,467.76,0.999,691.55,467.01,0.9937,779.11,575.4,0.9967,716.73,575.64,0.9823,779.0,677.19,0.9739,758.4,671.58,0.9302
297,9.9,18,561.67,78.81,667.82,314.04,0.6485,572.8,121.38,0.1737,575.91,114.98,0.3107,578.89,112.95,0.0148,588.06,116.67,0.9831,620.63,112.14,0.1802,586.4,154.41,0.9872,648.06,145.5,0.9384,572.37,206.57,0.8271,655.03,198.09,0.209,574.63,191.18,0.3747,637.86,188.82,0.0661,609.82,257.44,0.9195,650.91,253.15,0.8403,600.98,335.79,0.4053,646.32,333.03,0.2027,608.54,393.48,0.0993,643.33,386.11,0.0535
297,9.9,22,389.3,165.67,584.39,453.81,0.4838,512.54,215.77,0.6019,517.43,209.68,0.5155,516.48,209.81,0.1818,536.21,214.83,0.8703,539.25,213.48,0.2289,568.47,265.22,0.9771,525.11,237.4,0.984,548.45,331.06,0.9309,465.3,231.08,0.9479,509.08,370.97,0.8583,407.46,199.13,0.8882,531.82,382.84,0.9816,503.77,366.38,0.9853,511.61,474.35,0.6181,477.03,463.04,0.664,504.3,526.02,0.1099,478.52,524.1,0.1335
297,9.9,17,586.77,0.0,667.1,139.58,0.4326,601.8,30.24,0.8307,606.45,23.39,0.9011,598.07,25.08,0.4897,622.8,19.0,0.8592,597.18,23.4,0.0915,645.29,41.22,0.9674,598.59,45.92,0.828,657.94,84.57,0.9051,592.94,88.09,0.338,646.06,108.48,0.7666,601.91,106.93,0.2783,639.46,123.95,0.8261,608.92,124.51,0.6581,640.12,164.84,0.2122,613.27,165.09,0.0916,636.96,186.81,0.0504,619.43,187.06,0.0256
298,9.9333,5,631.7,172.5,815.65,723.76,0.8707,671.15,253.34,0.9781,684.84,241.73,0.9891,665.12,240.27,0.7212,719.51,237.48,0.9794,667.86,233.7,0.0812,767.18,293.72,0.9984,652.3,288.03,0.9482,801.66,394.88,0.9942,638.15,371.99,0.5754,793.24,482.95,0.9844,652.99,425.13,0.6466,764.48,467.76,0.999,691.55,467.01,0.9937,779.11,575.4,0.9967,716.73,575.64,0.9823,779.0,677.19,0.9739,758.41,671.58,0.9303
298,9.9333,18,561.94,78.8,667.53,312.82,0.6485,572.8,121.38,0.1737,575.91,114.98,0.3107,578.89,112.95,0.0148,588.06,116.67,0.9831,620.63,112.14,0.1801,586.4,154.41,0.9872,648.06,145.5,0.9384,572.37,206.57,0.8271,655.03,198.09,0.209,574.63,191.18,0.3747,637.85,188.82,0.0661,609.82,257.44,0.9195,650.91,253.15,0.8403,600.98,335.79,0.4053,646.32,333.03,0.2027,608.54,393.48,0.0993,643.33,386.11,0.0535
298,9.9333,22,388.57,165.59,584.63,453.82,0.4838,512.54,215.77,0.6019,517.43,209.68,0.5155,516.48,209.81,0.1818,536.21,214.83,0.8703,539.25,213.48,0.2289,568.47,265.22,0.9771,525.11,237.4,0.984,548.45,331.06,0.9309,465.3,231.08,0.9479,509.08,370.97,0.8583,407.46,199.13,0.8882,531.82,382.84,0.9816,503.77,366.38,0.9853,511.6,474.36,0.6181,477.02,463.04,0.6641,504.3,526.02,0.1099,478.52,524.1,0.1335
298,9.9333,17,587.34,0.0,667.05,138.78,0.4326,601.8,30.24,0.8307,606.45,23.39,0.9011,598.07,25.08,0.4897,622.8,19.0,0.8592,597.18,23.4,0.0915,645.29,41.22,0.9674,598.59,45.92,0.828,657.93,84.57,0.9051,592.94,88.09,0.338,646.06,108.48,0.7666,601.91,106.93,0.2783,639.46,123.95,0.8261,608.92,124.51,0.6581,640.12,164.84,0.2122,613.27,165.09,0.0916,636.96,186.81,0.0504,619.43,187.06,0.0256
299,9.9667,5,631.55,172.55,815.99,723.6,0.8707,671.15,253.34,0.9781,684.84,241.73,0.9891,665.12,240.27,0.7212,719.51,237.48,0.9794,667.86,233.7,0.0812,767.18,293.72,0.9984,652.3,288.03,0.9482,801.66,394.88,0.9942,638.15,371.99,0.5754,793.24,482.95,0.9844,652.99,425.13,0.6466,764.48,467.76,0.999,691.55,467.01,0.9937,779.11,575.4,0.9967,716.73,575.64,0.9823,779.0,677.19,0.9739,758.41,671.58,0.9303
299,9.9667,18,562.04,78.79,667.4,312.33,0.6485,572.8,121.38,0.1737,575.91,114.98,0.3107,578.89,112.95,0.0148,588.06,116.67,0.9831,620.63,112.14,0.1801,586.4,154.41,0.9872,648.06,145.5,0.9384,572.37,206.57,0.8271,655.03,198.09,0.209,574.63,191.18,0.3747,637.85,188.82,0.0661,609.82,257.44,0.9195,650.91,253.15,0.8403,600.98,335.79,0.4053,646.32,333.03,0.2027,608.54,393.48,0.0993,643.33,386.11,0.0535
299,9.9667,22,388.02,165.57,585.0,453.93,0.4838,512.54,215.77,0.6019,517.43,209.68,0.5155,516.48,209.81,0.1818,536.21,214.83,0.8703,539.25,213.48,0.2289,568.47,265.22,0.9771,525.11,237.4,0.984,548.45,331.06,0.9309,465.3,231.08,0.9479,509.08,370.97,0.8583,407.46,199.13,0.8882,531.82,382.84,0.9816,503.77,366.38,0.9853,511.6,474.36,0.6181,477.02,463.04,0.6641,504.3,526.02,0.1099,478.52,524.1,0.1335
299,9.9667,17,587.55,0.0,666.98,138.53,0.4326,601.8,30.24,0.8307,606.45,23.39,0.9011,598.07,25.08,0.4897,622.8,19.0,0.8592,597.18,23.4,0.0915,645.29,41.22,0.9674,598.59,45.92,0.828,657.93,84.57,0.9051,592.94,88.09,0.338,646.06,108.48,0.7666,601.91,106.93,0.2783,639.46,123.95,0.8261,608.92,124.51,0.6581,640.12,164.84,0.2122,613.27,165.09,0.0916,636.96,186.81,0.0504,619.43,187.06,0.0256
300,10.0,5,638.22,177.45,829.48,743.11,0.838,679.31,263.92,0.9835,694.03,251.65,0.9896,671.77,249.71,0.7978,726.38,246.98,0.9755,668.76,242.06,0.1183,770.12,303.96,0.9987,647.75,299.08,0.9666,809.49,404.81,0.9952,626.96,379.94,0.6744,805.27,503.41,0.9866,623.15,439.01,0.7277,769.89,478.69,0.9993,691.92,479.71,0.996,802.72,589.96,0.998,729.2,591.33,0.9898,814.22,690.12,0.9826,777.91,683.75,0.9551
300,10.0,18,561.83,80.64,665.48,309.81,0.7535,569.84,118.34,0.1692,573.24,111.71,0.2993,576.5,109.8,0.0131,588.36,113.72,0.9768,620.78,109.25,0.1277,586.1,153.12,0.9837,648.18,143.44,0.9224,566.16,203.37,0.8444,646.05,193.75,0.2242,567.0,160.07,0.4342,624.13,158.96,0.0834,608.64,265.55,0.9136,650.09,260.76,0.8262,598.3,343.65,0.3428,649.0,340.82,0.1599,607.02,394.68,0.0651,646.57,387.23,0.034
300,10.0,22,383.94,164.84,580.18,450.78,0.6858,513.34,214.89,0.8726,520.27,208.82,0.8163,514.99,207.86,0.4858,542.38,211.39,0.8473,530.06,207.75,0.2019,562.87,262.1,0.9735,523.71,230.57,0.983,535.7,341.99,0.9332,469.62,229.96,0.9541,501.85,414.63,0.8957,405.26,197.92,0.9276,530.11,369.65,0.9777,505.3,351.47,0.9828,503.18,445.09,0.7405,479.51,432.8,0.7812,491.24,495.03,0.2354,477.34,488.22,0.2824
300,10.0,17,593.62,0.0,667.65,128.19,0.3302,606.72,31.69,0.8262,612.88,24.97,0.8986,603.89,25.34,0.4866,631.34,20.82,0.8595,603.51,21.79,0.0871,652.31,44.51,0.9469,601.47,43.61,0.805,657.76,95.25,0.8311,593.6,87.59,0.3163,635.86,106.48,0.6392,603.27,94.12,0.2407,642.03,125.0,0.6161,608.48,123.07,0.4423,644.69,156.9,0.0742,608.61,154.7,0.0351,641.34,179.23,0.0168,613.47,175.42,0.0097
301,10.0333,5,640.16,179.24,835.03,750.36,0.838,679.31,263.92,0.9835,694.03,251.65,0.9896,671.77,249.71,0.7978,726.38,246.98,0.9755,668.76,242.06,0.1183,770.12,303.96,0.9987,647.75,299.08,0.9666,809.49,404.81,0.9952,626.96,379.94,0.6744,805.27,503.41,0.9866,623.15,439.01,0.7277,769.88,478.69,0.9993,691.91,479.7,0.996,802.71,589.95,0.998,729.19,591.32,0.9898,814.2,690.11,0.9826,777.91,683.74,0.955
301,10.0333,18,561.68,81.34,664.81,308.84,0.7536,569.84,118.34,0.1692,573.24,111.7,0.2993,576.5,109.8,0.0131,588.36,113.71,0.9768,620.78,109.25,0.1277,586.1,153.12,0.9837,648.18,143.44,0.9224,566.16,203.37,0.8444,646.05,193.75,0.2242,567.0,160.07,0.4342,624.13,158.96,0.0834,608.64,265.55,0.9136,650.09,260.76,0.8262,598.3,343.65,0.3428,649.0,340.82,0.1599,607.02,394.68,0.0651,646.57,387.23,0.034
301,10.0333,22,382.15,164.57,578.66,449.71,0.6858,513.34,214.89,0.8727,520.27,208.82,0.8164,514.99,207.86,0.4859,542.38,211.39,0.8473,530.06,207.75,0.2019,562.87,262.1,0.9735,523.71,230.57,0.983,535.7,341.98,0.9332,469.62,229.96,0.9541,501.85,414.63,0.8957,405.25,197.91,0.9276,530.11,369.66,0.9777,505.29,351.47,0.9828,503.17,445.09,0.7405,479.5,432.8,0.7811,491.22,495.04,0.2354,477.33,488.22,0.2823
301,10.0333,17,595.75,0.0,668.0,124.33,0.3305,606.72,31.69,0.8262,612.88,24.97,0.8986,603.89,25.34,0.4866,631.34,20.82,0.8595,603.51,21.79,0.0871,652.31,44.51,0.9469,601.47,43.61,0.805,657.76,95.25,0.8311,593.6,87.59,0.3163,635.86,106.48,0.6392,603.27,94.12,0.2407,642.03,125.0,0.6161,608.49,123.07,0.4423,644.69,156.9,0.0742,608.61,154.7,0.0351,641.34,179.23,0.0168,613.47,175.43,0.0097
301,10.0333,24,495.14,0.0,591.02,91.14,0.3871,533.81,25.19,0.7956,535.07,19.62,0.8353,530.59,20.74,0.3178,543.38,14.12,0.8559,537.07,17.06,0.0884,560.36,28.31,0.9485,550.0,28.72,0.8663,548.01,65.52,0.8556,538.19,61.67,0.4463,514.02,79.24,0.732,513.8,74.48,0.4076,578.95,88.28,0.7216,571.89,86.86,0.6007,550.2,116.14,0.2519,548.77,114.11,0.1379,553.73,142.26,0.0706,554.47,138.08,0.0441
302,10.0667,5,640.39,179.86,837.56,753.0,0.838,679.31,263.92,0.9835,694.03,251.65,0.9896,671.77,249.71,0.7978,726.38,246.98,0.9755,668.76,242.06,0.1183,770.12,303.96,0.9987,647.75,299.08,0.9666,809.49,404.81,0.9952,626.96,379.94,0.6744,805.27,503.41,0.9866,623.15,439.01,0.7277,769.88,478.69,0.9993,691.91,479.7,0.996,802.71,589.95,0.998,729.19,591.32,0.9898,814.2,690.11,0.9826,777.91,683.74,0.955
302,10.0667,18,561.56,81.58,664.61,308.48,0.7536,569.84,118.34,0.1692,573.24,111.7,0.2993,576.5,109.8,0.0131,588.36,113.71,0.9768,620.78,109.25,0.1277,586.1,153.12,0.9837,648.18,143.44,0.9224,566.16,203.37,0.8444,646.05,193.75,0.2242,567.0,160.07,0.4342,624.13,158.96,0.0834,608.64,265.55,0.9136,650.09,260.76,0.8262,598.3,343.65,0.3428,649.0,340.82,0.1599,607.02,394.68,0.0651,646.57,387.23,0.034
302,10.0667,22,381.26,164.48,578.36,449.4,0.6858,513.34,214.89,0.8727,520.27,208.82,0.8164,514.99,207.86,0.4859,542.38,211.39,0.8473,530.06,207.75,0.2019,562.87,262.1,0.9735,523.71,230.57,0.983,535.7,341.98,0.9332,469.62,229.96,0.9541,501.85,414.63,0.8957,405.25,197.91,0.9276,530.11,369.66,0.9777,505.29,351.47,0.9828,503.17,445.09,0.7405,479.5,432.8,0.7811,491.22,495.04,0.2354,477.33,488.22,0.2823
302,10.0667,17,596.34,0.0,668.23,123.05,0.3305,606.72,31.69,0.8262,612.88,24.97,0.8986,603.89,25.34,0.4866,631.34,20.82,0.8595,603.51,21.79,0.0871,652.31,44.51,0.9469,601.47,43.61,0.805,657.76,95.25,0.8311,593.6,87.59,0.3163,635.86,106.48,0.6392,603.27,94.12,0.2407,642.03,125.0,0.6161,608.49,123.07,0.4423,644.69,156.9,0.0742,608.61,154.7,0.0351,641.34,179.23,0.0168,613.47,175.43,0.0097
302,10.0667,24,495.14,0.0,591.02,91.14,0.3871,533.81,25.19,0.7956,535.07,19.62,0.8353,530.59,20.74,0.3178,543.38,14.12,0.8559,537.07,17.06,0.0884,560.36,28.31,0.9485,550.0,28.72,0.8663,548.01,65.52,0.8556,538.19,61.67,0.4463,514.02,79.24,0.732,513.8,74.48,0.4076,578.95,88.28,0.7216,571.89,86.86,0.6007,550.2,116.14,0.2519,548.77,114.11,0.1379,553.73,142.26,0.0706,554.47,138.08,0.0441
303,10.1,5,640.0,180.02,838.86,753.86,0.838,679.31,263.92,0.9835,694.03,251.65,0.9896,671.77,249.71,0.7978,726.38,246.98,0.9755,668.76,242.06,0.1183,770.12,303.96,0.9987,647.75,299.08,0.9666,809.49,404.81,0.9952,626.96,379.94,0.6744,805.27,503.41,0.9866,623.15,439.01,0.7277,769.88,478.69,0.9993,691.91,479.7,0.996,802.71,589.95,0.998,729.19,591.32,0.9898,814.2,690.11,0.9826,777.91,683.74,0.955
303,10.1,18,561.46,81.66,664.6,308.34,0.7536,569.84,118.34,0.1692,573.24,111.7,0.2993,576.5,109.8,0.0131,588.36,113.71,0.9768,620.78,109.25,0.1277,586.1,153.12,0.9837,648.18,143.44,0.9224,566.16,203.37,0.8444,646.05,193.75,0.2242,567.0,160.07,0.4342,624.13,158.96,0.0834,608.64,265.55,0.9136,650.09,260.76,0.8262,598.3,343.65,0.3428,649.0,340.82,0.1599,607.02,394.68,0.0651,646.57,387.23,0.034
303,10.1,22,380.74,164.45,578.5,449.38,0.6858,513.34,214.89,0.8727,520.27,208.82,0.8164,514.99,207.86,0.4859,542.38,211.39,0.8473,530.06,207.75,0.2019,562.87,262.1,0.9735,523.71,230.57,0.983,535.7,341.98,0.9332,469.62,229.96,0.9541,501.85,414.63,0.8957,405.25,197.91,0.9276,530.11,369.66,0.9777,505.29,351.47,0.9828,503.17,445.09,0.7405,479.5,432.8,0.7811,491.22,495.04,0.2354,477.33,488.22,0.2823
303,10.1,17,596.39,0.0,668.4,122.67,0.3305,606.72,31.69,0.8262,612.88,24.97,0.8986,603.89,25.34,0.4866,631.34,20.82,0.8595,603.51,21.79,0.0871,652.31,44.51,0.9469,601.47,43.61,0.805,657.76,95.25,0.8311,593.6,87.59,0.3163,635.86,106.48,0.6392,603.27,94.12,0.2407,642.03,125.0,0.6161,608.49,123.07,0.4423,644.69,156.9,0.0742,608.61,154.7,0.0351,641.34,179.23,0.0168,613.47,175.43,0.0097
303,10.1,24,495.14,0.0,591.02,91.14,0.3871,533.81,25.19,0.7956,535.07,19.62,0.8353,530.59,20.74,0.3178,543.38,14.12,0.8559,537.07,17.06,0.0884,560.36,28.31,0.9485,550.0,28.72,0.8663,548.01,65.52,0.8556,538.19,61.67,0.4463,514.02,79.24,0.732,513.8,74.48,0.4076,578.95,88.28,0.7216,571.89,86.86,0.6007,550.2,116.14,0.2519,548.77,114.11,0.1379,553.73,142.26,0.0706,554.47,138.08,0.0441
304,10.1333,18,560.77,81.42,666.91,314.6,0.6693,577.34,115.98,0.3858,579.04,109.42,0.4642,582.64,108.0,0.0816,589.29,113.68,0.9211,617.69,108.31,0.3077,590.07,153.73,0.9808,645.34,140.02,0.9216,568.73,186.18,0.8869,643.63,165.54,0.4868,567.37,127.73,0.6761,587.26,126.82,0.3235,608.63,256.61,0.9568,646.93,250.44,0.9156,605.56,341.13,0.703,648.07,332.87,0.5529,606.14,386.24,0.2666,646.38,380.37,0.2014
304,10.1333,22,382.74,163.76,577.42,442.39,0.6155,513.33,214.94,0.8691,519.98,208.81,0.8067,515.07,207.99,0.4898,541.97,211.27,0.8384,530.59,207.64,0.2107,563.2,260.89,0.971,524.89,229.65,0.9845,535.28,340.73,0.9296,469.54,228.4,0.9603,499.83,416.52,0.8936,407.85,198.84,0.9377,541.56,367.44,0.9789,517.01,350.82,0.985,528.04,444.54,0.757,502.87,433.2,0.8102,522.5,498.77,0.254,504.09,492.38,0.3187
304,10.1333,17,596.25,0.0,672.11,130.01,0.3353,610.65,32.65,0.8662,616.9,25.83,0.9193,607.0,26.52,0.5911,634.51,22.08,0.8665,605.41,23.96,0.1238,654.44,45.48,0.9579,603.58,46.44,0.8428,657.94,95.24,0.8491,596.33,92.36,0.3476,633.81,102.17,0.6676,607.55,97.2,0.2627,645.21,129.16,0.6609,611.2,128.15,0.4867,647.76,165.24,0.079,611.93,163.85,0.0372,644.45,192.02,0.0167,617.59,189.56,0.0096
304,10.1333,24,494.7,0.0,591.86,92.38,0.4554,535.0,24.98,0.777,536.23,19.33,0.8172,531.36,20.79,0.3328,543.69,13.78,0.8207,535.9,17.59,0.0964,561.03,27.76,0.9454,546.62,29.65,0.8512,550.81,65.63,0.8584,535.26,63.79,0.4313,515.01,77.85,0.7372,513.57,73.83,0.3984,577.36,91.06,0.7425,567.71,90.36,0.6149,551.75,121.13,0.2692,547.05,119.74,0.1448,556.19,150.38,0.0762,555.03,147.21,0.0464
304,10.1333,1,499.39,287.44,769.68,877.77,0.8509,591.91,388.13,0.9854,605.74,371.41,0.9875,579.49,372.87,0.7562,639.95,362.29,0.9652,577.67,365.05,0.0802,671.31,426.86,0.9987,609.83,409.65,0.9643,685.65,544.12,0.9971,611.44,489.22,0.7792,592.55,543.84,0.9956,563.98,524.22,0.8758,670.63,610.16,0.9994,631.29,599.68,0.9967,675.56,730.89,0.9986,661.66,709.47,0.9933,701.48,825.86,0.9825,691.63,814.24,0.958
305,10.1667,18,560.51,81.32,667.78,316.92,0.669,577.33,115.98,0.3859,579.03,109.42,0.4644,582.64,108.0,0.0816,589.29,113.68,0.9212,617.69,108.3,0.3075,590.08,153.72,0.9808,645.33,140.02,0.9216,568.73,186.16,0.887,643.6,165.54,0.4868,567.37,127.71,0.6764,587.21,126.8,0.3236,608.64,256.6,0.9569,646.92,250.44,0.9157,605.55,341.13,0.7034,648.05,332.88,0.5532,606.14,386.26,0.2669,646.36,380.4,0.2016
305,10.1667,22,383.1,163.51,577.48,440.09,0.6125,513.33,214.94,0.8691,519.98,208.81,0.8069,515.07,207.99,0.4894,541.97,211.27,0.8387,530.61,207.65,0.2102,563.2,260.91,0.9711,524.9,229.65,0.9845,535.27,340.77,0.9299,469.54,228.37,0.9603,499.81,416.67,0.8941,407.84,198.83,0.9378,541.53,367.52,0.9791,516.98,350.89,0.9851,528.05,444.98,0.7591,502.85,433.65,0.8117,522.65,499.45,0.2557,504.13,493.07,0.3203
305,10.1667,17,596.3,0.0,673.32,132.69,0.3354,610.65,32.65,0.8662,616.9,25.83,0.9193,607.0,26.52,0.591,634.51,22.08,0.8665,605.41,23.96,0.1238,654.44,45.48,0.9579,603.58,46.44,0.8427,657.94,95.24,0.8491,596.33,92.37,0.3476,633.81,102.16,0.6676,607.55,97.19,0.2628,645.21,129.16,0.6609,611.2,128.16,0.4867,647.75,165.24,0.079,611.93,163.84,0.0372,644.45,192.02,0.0167,617.58,189.56,0.0096
